<TICKER>,<DATE>,<TIME>,<OPEN>,<LOW>,<HIGH>,<CLOSE>
XAUAUD,20040526,00:00:00,547.9452,547.7131,553.1825,547.9859
XAUAUD,20040527,00:00:00,547.7536,547.5456,551.9888,550.1114
XAUAUD,20040528,00:00:00,550.4178,549.1370,553.2453,550.8119
XAUAUD,20040531,00:00:00,550.9661,550.6903,554.4165,551.8446
XAUAUD,20040601,00:00:00,551.7675,549.9930,559.0729,558.0408
XAUAUD,20040602,00:00:00,557.6461,555.8221,565.6580,561.8268
XAUAUD,20040603,00:00:00,561.6655,559.5017,568.6445,563.9273
XAUAUD,20040604,00:00:00,563.6813,556.6474,564.0093,561.9514
XAUAUD,20040607,00:00:00,559.2152,556.0582,562.0606,556.7667
XAUAUD,20040608,00:00:00,557.3190,556.5688,561.5658,558.3822
XAUAUD,20040609,00:00:00,558.1429,553.9329,559.7230,557.3318
XAUAUD,20040610,00:00:00,557.1865,552.3714,558.1937,552.7674
XAUAUD,20040611,00:00:00,553.0053,552.9344,556.7935,556.4714
XAUAUD,20040614,00:00:00,556.8741,554.5770,560.1757,557.2052
XAUAUD,20040615,00:00:00,557.1241,554.5858,561.9398,556.5279
XAUAUD,20040616,00:00:00,556.8475,556.1513,561.3221,557.8626
XAUAUD,20040617,00:00:00,558.0247,557.6197,572.5449,571.7231
XAUAUD,20040618,00:00:00,569.8135,566.4275,574.2488,572.6099
XAUAUD,20040621,00:00:00,571.6976,569.1906,574.7393,570.1246
XAUAUD,20040622,00:00:00,570.2899,569.2998,577.6805,573.8182
XAUAUD,20040623,00:00:00,573.8182,571.7815,576.8222,573.6513
XAUAUD,20040624,00:00:00,573.6513,569.1711,576.8844,575.1251
XAUAUD,20040625,00:00:00,575.1251,571.1235,577.1658,574.3890
XAUAUD,20040628,00:00:00,574.8606,571.4489,578.5326,571.8571
XAUAUD,20040629,00:00:00,571.6938,565.1294,572.4513,567.1685
XAUAUD,20040630,00:00:00,567.0043,561.0419,571.6347,561.5242
XAUAUD,20040701,00:00:00,561.9266,558.9992,566.1163,560.7887
XAUAUD,20040702,00:00:00,560.7887,553.9243,564.3704,557.8460
XAUAUD,20040705,00:00:00,558.2374,555.3536,559.6910,559.1005
XAUAUD,20040706,00:00:00,558.7078,543.2168,558.7078,549.3905
XAUAUD,20040707,00:00:00,549.3905,547.6257,557.4179,555.7708
XAUAUD,20040708,00:00:00,556.0787,553.7419,566.2600,564.5900
XAUAUD,20040709,00:00:00,564.5900,560.0995,566.3422,563.3393
XAUAUD,20040712,00:00:00,563.2439,557.9121,563.2439,560.5393
XAUAUD,20040713,00:00:00,560.5393,553.1621,561.0797,555.6016
XAUAUD,20040714,00:00:00,555.6782,554.0988,559.3033,558.4702
XAUAUD,20040715,00:00:00,558.8235,555.8020,560.4761,558.4326
XAUAUD,20040716,00:00:00,558.5099,554.5380,559.5238,554.6747
XAUAUD,20040719,00:00:00,554.4473,551.3904,556.1016,553.8398
XAUAUD,20040720,00:00:00,553.7348,546.6119,555.3427,551.5393
XAUAUD,20040721,00:00:00,551.9945,550.3439,556.7227,554.1277
XAUAUD,20040722,00:00:00,554.3600,550.9719,558.8442,552.3663
XAUAUD,20040723,00:00:00,552.3663,546.0443,555.2732,549.7109
XAUAUD,20040726,00:00:00,549.6754,548.1419,552.4267,550.4936
XAUAUD,20040727,00:00:00,550.4936,548.3780,555.3326,552.6654
XAUAUD,20040728,00:00:00,552.6654,551.7980,558.4992,557.2595
XAUAUD,20040729,00:00:00,557.3394,553.2037,558.8614,554.0754
XAUAUD,20040730,00:00:00,553.9960,552.7293,558.3322,557.1551
XAUAUD,20040802,00:00:00,555.5871,554.7041,560.6450,557.0737
XAUAUD,20040803,00:00:00,557.1530,554.2289,558.6847,557.4444
XAUAUD,20040804,00:00:00,557.4444,555.1920,559.8004,555.6029
XAUAUD,20040805,00:00:00,555.8394,554.4990,557.6266,557.4680
XAUAUD,20040806,00:00:00,557.4680,551.3452,563.7269,559.3387
XAUAUD,20040809,00:00:00,559.4954,554.9504,560.8317,559.2722
XAUAUD,20040810,00:00:00,559.5855,555.8655,561.1713,560.4827
XAUAUD,20040811,00:00:00,558.8606,551.0662,559.6292,553.4864
XAUAUD,20040812,00:00:00,553.5639,550.5807,555.4152,551.4778
XAUAUD,20040813,00:00:00,551.9608,551.4006,557.4119,555.8036
XAUAUD,20040816,00:00:00,555.9587,554.7039,561.9247,560.4625
XAUAUD,20040817,00:00:00,560.4625,558.2659,566.4894,564.5793
XAUAUD,20040818,00:00:00,564.5793,561.5750,565.6368,564.7552
XAUAUD,20040819,00:00:00,564.7552,559.6418,565.7471,560.6458
XAUAUD,20040820,00:00:00,560.8780,560.1826,571.4483,570.6973
XAUAUD,20040823,00:00:00,570.3816,567.3611,577.0801,576.5930
XAUAUD,20040824,00:00:00,576.4309,569.6095,576.4309,570.5774
XAUAUD,20040825,00:00:00,570.7393,569.9306,578.2380,577.4248
XAUAUD,20040826,00:00:00,577.2612,573.2448,579.5616,578.6853
XAUAUD,20040827,00:00:00,578.6030,569.6202,578.6030,572.6277
XAUAUD,20040830,00:00:00,573.6467,573.1569,584.1684,582.5465
XAUAUD,20040831,00:00:00,583.0470,577.6582,585.2785,581.0753
XAUAUD,20040901,00:00:00,581.3228,577.8852,582.4676,581.2563
XAUAUD,20040902,00:00:00,581.3390,580.0853,585.0957,582.2803
XAUAUD,20040903,00:00:00,582.8662,577.4567,586.8748,579.0769
XAUAUD,20040906,00:00:00,578.7419,578.4909,582.0182,580.9716
XAUAUD,20040907,00:00:00,581.1397,570.9761,581.1397,572.6225
XAUAUD,20040908,00:00:00,572.7666,572.0223,576.9565,572.2071
XAUAUD,20040909,00:00:00,572.6177,572.3713,581.6193,578.0842
XAUAUD,20040910,00:00:00,578.0842,574.0661,581.5036,577.1609
XAUAUD,20040913,00:00:00,576.3320,572.1457,580.8866,579.4688
XAUAUD,20040914,00:00:00,579.3025,574.8289,579.5520,577.5592
XAUAUD,20040915,00:00:00,577.0655,575.9863,583.1892,581.9306
XAUAUD,20040916,00:00:00,581.8469,575.8705,582.4935,578.7514
XAUAUD,20040917,00:00:00,578.6686,576.7967,582.7359,581.1586
XAUAUD,20040920,00:00:00,580.5759,576.6433,580.9919,577.7302
XAUAUD,20040921,00:00:00,577.9777,576.5881,583.3096,580.1592
XAUAUD,20040922,00:00:00,580.1592,573.4276,581.0580,575.5518
XAUAUD,20040923,00:00:00,575.5518,570.3890,576.6914,575.8171
XAUAUD,20040924,00:00:00,575.9787,569.1899,576.3305,571.3285
XAUAUD,20040927,00:00:00,571.1684,570.3672,574.3518,572.5298
XAUAUD,20040928,00:00:00,572.5298,570.4097,575.5587,573.7568
XAUAUD,20040929,00:00:00,573.6769,573.0823,578.3352,575.6560
XAUAUD,20040930,00:00:00,575.6560,573.2563,577.4569,575.7576
XAUAUD,20041001,00:00:00,575.6783,574.3978,578.2717,577.0185
XAUAUD,20041004,00:00:00,578.7728,571.7859,578.8528,573.5478
XAUAUD,20041005,00:00:00,573.9637,572.2607,579.0274,578.0451
XAUAUD,20041006,00:00:00,577.9652,575.2837,580.9313,578.0083
XAUAUD,20041007,00:00:00,578.1682,572.4100,578.9692,573.4122
XAUAUD,20041008,00:00:00,573.1758,571.9572,578.5158,575.1429
XAUAUD,20041011,00:00:00,572.9590,572.6333,575.6790,574.6421
XAUAUD,20041012,00:00:00,574.7989,565.3246,576.3176,568.4527
XAUAUD,20041013,00:00:00,568.5307,566.3971,572.9066,572.4138
XAUAUD,20041014,00:00:00,572.3349,567.6820,574.3653,572.6061
XAUAUD,20041015,00:00:00,572.4488,571.0965,576.8120,572.4846
XAUAUD,20041018,00:00:00,572.2108,570.8037,576.3831,573.5984
XAUAUD,20041019,00:00:00,573.7773,572.2329,578.4327,578.1143
XAUAUD,20041020,00:00:00,577.6218,574.2103,578.0166,575.9433
XAUAUD,20041021,00:00:00,576.1788,572.1447,578.1314,575.5601
XAUAUD,20041022,00:00:00,575.4038,571.1770,575.8316,573.3026
XAUAUD,20041025,00:00:00,571.5441,571.0051,576.9645,573.4172
XAUAUD,20041026,00:00:00,573.1104,569.8579,573.1495,571.2562
XAUAUD,20041027,00:00:00,571.1031,568.4352,572.3262,571.4286
XAUAUD,20041028,00:00:00,570.8905,564.1676,572.0092,569.5489
XAUAUD,20041029,00:00:00,569.3960,567.7376,573.4959,571.8103
XAUAUD,20041101,00:00:00,571.1998,570.8950,576.1598,572.5016
XAUAUD,20041102,00:00:00,572.5016,560.1504,573.1364,561.8233
XAUAUD,20041103,00:00:00,561.6896,559.3537,564.9411,563.9227
XAUAUD,20041104,00:00:00,564.1127,563.1210,570.3352,566.1823
XAUAUD,20041105,00:00:00,566.1823,561.8557,569.4390,567.8510
XAUAUD,20041108,00:00:00,567.1251,563.6793,571.8799,571.1267
XAUAUD,20041109,00:00:00,571.2021,569.4481,573.2223,572.5191
XAUAUD,20041110,00:00:00,572.8961,569.0608,573.7619,571.3721
XAUAUD,20041111,00:00:00,571.2968,567.4510,572.0875,569.2388
XAUAUD,20041112,00:00:00,568.7917,567.2614,570.7936,568.6427
XAUAUD,20041115,00:00:00,568.8085,563.9467,569.5906,565.0259
XAUAUD,20041116,00:00:00,565.3582,564.8112,569.6727,568.3938
XAUAUD,20041117,00:00:00,568.3938,565.3062,571.5940,568.9060
XAUAUD,20041118,00:00:00,568.8332,565.4800,569.9589,568.6527
XAUAUD,20041119,00:00:00,569.0010,564.9681,570.9723,570.5349
XAUAUD,20041122,00:00:00,569.4444,569.4444,573.5482,573.5482
XAUAUD,20041123,00:00:00,573.3282,568.1384,574.8102,568.5202
XAUAUD,20041124,00:00:00,568.0865,567.4613,570.9382,570.7206
XAUAUD,20041125,00:00:00,570.8656,568.1445,571.6459,569.7337
XAUAUD,20041126,00:00:00,569.8775,569.2308,574.7800,570.7780
XAUAUD,20041129,00:00:00,571.4467,571.4467,580.2406,578.9137
XAUAUD,20041130,00:00:00,578.8398,577.6775,586.4847,582.4816
XAUAUD,20041201,00:00:00,582.2556,579.3671,586.0070,584.1699
XAUAUD,20041202,00:00:00,584.2451,576.1248,584.6173,578.7843
XAUAUD,20041203,00:00:00,578.5604,577.5408,584.5739,583.0773
XAUAUD,20041206,00:00:00,583.2051,580.7071,586.4778,583.9907
XAUAUD,20041207,00:00:00,584.4442,580.2437,584.7697,581.0323
XAUAUD,20041208,00:00:00,580.9782,573.6814,587.2246,579.4602
XAUAUD,20041209,00:00:00,580.3560,574.6775,582.0557,578.4106
XAUAUD,20041210,00:00:00,578.4106,575.1096,582.3293,578.0501
XAUAUD,20041213,00:00:00,579.1934,574.1083,579.5589,577.6929
XAUAUD,20041214,00:00:00,577.4648,573.3999,577.8423,574.8843
XAUAUD,20041215,00:00:00,574.8083,574.8083,577.7631,576.7216
XAUAUD,20041216,00:00:00,576.7972,576.0983,582.2600,577.2229
XAUAUD,20041217,00:00:00,576.9587,575.5944,580.0815,577.1496
XAUAUD,20041220,00:00:00,577.6788,575.9676,580.9074,579.6304
XAUAUD,20041221,00:00:00,579.2507,574.7877,579.3744,575.9040
XAUAUD,20041222,00:00:00,575.9791,574.5155,578.0657,575.2815
XAUAUD,20041223,00:00:00,575.2815,573.9483,577.5569,576.0898
XAUAUD,20041224,00:00:00,575.7892,573.7088,577.9348,575.2017
XAUAUD,20041227,00:00:00,574.9773,570.5112,575.7615,571.2632
XAUAUD,20041228,00:00:00,571.2632,568.3859,572.5132,569.8676
XAUAUD,20041229,00:00:00,569.7943,561.0514,570.3075,563.6716
XAUAUD,20041230,00:00:00,563.7445,558.6607,564.1822,561.2795
XAUAUD,20041231,00:00:00,561.2795,559.4691,562.4840,560.2556
XAUAUD,20050103,00:00:00,560.4297,548.3747,561.3763,552.4079
XAUAUD,20050104,00:00:00,552.9776,548.6272,559.0201,558.1578
XAUAUD,20050105,00:00:00,558.5656,554.9027,560.2631,557.1690
XAUAUD,20050106,00:00:00,557.3878,552.0997,561.8570,552.3759
XAUAUD,20050107,00:00:00,552.6523,549.1825,556.3306,552.4124
XAUAUD,20050110,00:00:00,552.4300,551.2382,555.5702,552.7704
XAUAUD,20050111,00:00:00,552.3332,550.9696,554.5180,553.1496
XAUAUD,20050112,00:00:00,553.0045,551.9958,558.3025,556.0778
XAUAUD,20050113,00:00:00,555.5266,552.1472,557.1821,555.1490
XAUAUD,20050114,00:00:00,555.3667,552.9706,557.6340,556.0976
XAUAUD,20050117,00:00:00,557.1089,553.3789,558.8235,558.7495
XAUAUD,20050118,00:00:00,558.6015,556.6587,561.4012,559.5175
XAUAUD,20050119,00:00:00,559.8143,553.8401,559.8886,555.7601
XAUAUD,20050120,00:00:00,555.7601,553.5996,556.7703,555.9658
XAUAUD,20050121,00:00:00,556.0390,551.0577,556.7867,554.9058
XAUAUD,20050124,00:00:00,554.0260,553.0922,555.9027,554.1418
XAUAUD,20050125,00:00:00,554.2137,550.3663,555.5267,550.7511
XAUAUD,20050126,00:00:00,550.6792,547.9984,551.8356,550.9307
XAUAUD,20050127,00:00:00,550.9307,545.7470,551.0283,547.0898
XAUAUD,20050128,00:00:00,547.6527,547.3008,551.5457,550.2195
XAUAUD,20050131,00:00:00,550.7303,541.2524,551.1577,543.5792
XAUAUD,20050201,00:00:00,543.8597,542.5807,546.7533,543.6328
XAUAUD,20050202,00:00:00,543.5626,541.0405,544.9612,541.2007
XAUAUD,20050203,00:00:00,541.2702,537.8032,543.2959,540.4669
XAUAUD,20050204,00:00:00,540.4669,535.9223,542.0950,537.5925
XAUAUD,20050207,00:00:00,539.3845,534.7330,539.7860,538.1406
XAUAUD,20050208,00:00:00,537.8600,536.9477,541.5082,538.2607
XAUAUD,20050209,00:00:00,538.2607,534.7600,539.7720,536.0156
XAUAUD,20050210,00:00:00,536.2243,530.4481,536.2243,533.5721
XAUAUD,20050211,00:00:00,533.7769,531.2221,536.5262,534.7417
XAUAUD,20050214,00:00:00,534.8778,534.4696,540.5028,539.5355
XAUAUD,20050215,00:00:00,539.6140,538.6277,542.2544,540.5234
XAUAUD,20050216,00:00:00,540.7982,539.0794,542.8060,541.4435
XAUAUD,20050217,00:00:00,541.7676,539.0973,542.9698,541.8413
XAUAUD,20050218,00:00:00,541.9101,540.7426,544.1925,541.4288
XAUAUD,20050221,00:00:00,540.5474,540.1848,542.5963,540.5953
XAUAUD,20050222,00:00:00,540.6638,539.3486,548.5945,548.3302
XAUAUD,20050223,00:00:00,548.1108,546.1091,552.9202,552.3700
XAUAUD,20050224,00:00:00,552.4404,549.9366,553.5669,551.4126
XAUAUD,20050225,00:00:00,551.9745,550.5747,554.9450,552.7990
XAUAUD,20050228,00:00:00,552.4609,548.7574,553.1996,550.0759
XAUAUD,20050301,00:00:00,550.3542,547.9766,552.6752,548.6411
XAUAUD,20050302,00:00:00,548.3625,548.3625,553.4253,552.6450
XAUAUD,20050303,00:00:00,552.7156,546.9029,554.9148,549.3409
XAUAUD,20050304,00:00:00,549.4815,545.9398,551.1450,548.4442
XAUAUD,20050307,00:00:00,549.2208,546.1781,551.1342,548.3260
XAUAUD,20050308,00:00:00,548.1182,546.1964,552.3773,551.3656
XAUAUD,20050309,00:00:00,551.4347,550.6647,556.8870,555.4293
XAUAUD,20050310,00:00:00,555.4573,552.9780,561.0871,558.0132
XAUAUD,20050311,00:00:00,558.1542,555.4155,563.1778,562.5000
XAUAUD,20050314,00:00:00,561.6646,558.6330,563.5163,558.6330
XAUAUD,20050315,00:00:00,558.4911,556.4689,560.3993,556.8915
XAUAUD,20050316,00:00:00,556.8915,556.6050,559.0212,556.9397
XAUAUD,20050317,00:00:00,557.0098,551.6284,559.4141,552.2633
XAUAUD,20050318,00:00:00,552.4722,550.5746,554.1393,552.1712
XAUAUD,20050321,00:00:00,553.3149,545.9288,553.7336,547.9888
XAUAUD,20050322,00:00:00,548.8271,543.4256,550.0957,546.3983
XAUAUD,20050323,00:00:00,546.4684,546.2120,552.6692,549.9871
XAUAUD,20050324,00:00:00,549.9871,548.6084,551.3934,550.1232
XAUAUD,20050325,00:00:00,550.1945,549.2684,551.2904,550.9331
XAUAUD,20050328,00:00:00,550.2590,550.0195,554.9035,553.7201
XAUAUD,20050329,00:00:00,553.8642,550.4776,554.6580,552.5701
XAUAUD,20050330,00:00:00,552.7136,550.4920,554.4747,552.5120
XAUAUD,20050331,00:00:00,552.3822,550.2189,554.1170,553.1254
XAUAUD,20050401,00:00:00,553.1970,549.2121,554.4747,552.2969
XAUAUD,20050404,00:00:00,553.7480,551.0417,554.2247,553.2220
XAUAUD,20050405,00:00:00,553.3664,551.7286,554.6097,552.3438
XAUAUD,20050406,00:00:00,552.7036,552.3438,557.9265,557.8107
XAUAUD,20050407,00:00:00,557.8837,553.6202,558.3956,555.3525
XAUAUD,20050408,00:00:00,555.4250,551.5324,555.6863,552.0455
XAUAUD,20050411,00:00:00,552.8329,551.0836,553.7051,551.6129
XAUAUD,20050412,00:00:00,551.7553,551.0019,553.9494,551.7553
XAUAUD,20050413,00:00:00,551.8265,548.7180,552.4990,551.0414
XAUAUD,20050414,00:00:00,551.1123,546.5613,552.9686,550.5399
XAUAUD,20050415,00:00:00,550.4683,549.5905,552.9059,552.3165
XAUAUD,20050418,00:00:00,552.1145,551.1637,558.5774,555.3964
XAUAUD,20050419,00:00:00,555.3242,554.5999,562.7277,561.5764
XAUAUD,20050420,00:00:00,561.7220,558.4348,562.0315,560.2892
XAUAUD,20050421,00:00:00,560.0723,556.2999,560.7078,557.1465
XAUAUD,20050422,00:00:00,557.1465,554.2631,557.7941,554.4757
XAUAUD,20050425,00:00:00,554.8874,553.7180,557.5244,557.0530
XAUAUD,20050426,00:00:00,556.9815,555.5840,562.6529,561.3742
XAUAUD,20050427,00:00:00,561.3584,555.4698,562.6694,556.4859
XAUAUD,20050428,00:00:00,556.7010,552.4763,558.2656,553.7987
XAUAUD,20050429,00:00:00,554.3269,551.9265,557.8005,556.6231
XAUAUD,20050502,00:00:00,556.8517,549.8652,557.3518,550.7637
XAUAUD,20050503,00:00:00,550.7060,550.2116,554.9372,552.0672
XAUAUD,20050504,00:00:00,551.9958,549.0397,552.7508,549.4365
XAUAUD,20050505,00:00:00,549.5068,547.9242,552.1102,550.2754
XAUAUD,20050506,00:00:00,550.4870,545.1031,552.8883,548.9488
XAUAUD,20050509,00:00:00,550.0969,547.2624,551.9388,550.3816
XAUAUD,20050510,00:00:00,550.3104,548.2293,551.7776,548.6862
XAUAUD,20050511,00:00:00,548.6988,548.1462,551.7864,551.3946
XAUAUD,20050512,00:00:00,551.6796,548.2777,553.4853,551.0524
XAUAUD,20050513,00:00:00,550.8364,549.6342,552.6868,552.2820
XAUAUD,20050516,00:00:00,551.5112,551.2736,555.4231,553.9540
XAUAUD,20050517,00:00:00,553.9540,552.8155,555.9380,553.4675
XAUAUD,20050518,00:00:00,553.8054,551.8148,556.1723,553.6560
XAUAUD,20050519,00:00:00,553.6560,553.3737,556.9202,554.6307
XAUAUD,20050520,00:00:00,554.4110,551.9386,555.9228,552.0117
XAUAUD,20050523,00:00:00,552.7432,548.3871,552.8929,549.3738
XAUAUD,20050524,00:00:00,549.6374,546.1690,550.0461,548.8831
XAUAUD,20050525,00:00:00,549.2439,547.2317,550.5603,549.3770
XAUAUD,20050526,00:00:00,549.4491,548.0315,550.5588,550.1516
XAUAUD,20050527,00:00:00,549.9341,548.0656,550.7608,549.4102
XAUAUD,20050530,00:00:00,550.5648,549.2921,551.2888,550.1776
XAUAUD,20050531,00:00:00,550.1052,546.9883,553.0364,551.4823
XAUAUD,20050601,00:00:00,551.2040,550.2974,556.9079,553.0525
XAUAUD,20050602,00:00:00,553.4952,552.9006,561.6948,558.6481
XAUAUD,20050603,00:00:00,558.7222,556.6671,561.6548,560.0847
XAUAUD,20050606,00:00:00,559.6452,555.5410,559.7193,556.2386
XAUAUD,20050607,00:00:00,556.3113,551.0788,557.7527,551.5222
XAUAUD,20050608,00:00:00,551.5222,550.9356,554.3791,552.7966
XAUAUD,20050609,00:00:00,552.6522,549.3344,553.3803,551.4725
XAUAUD,20050610,00:00:00,551.4725,550.4432,561.3828,560.7354
XAUAUD,20050613,00:00:00,560.3833,555.8176,565.8762,562.3276
XAUAUD,20050614,00:00:00,562.5493,556.2370,562.6232,558.6848
XAUAUD,20050615,00:00:00,558.7580,555.9454,560.1834,556.3060
XAUAUD,20050616,00:00:00,556.2338,556.1615,565.1160,563.3256
XAUAUD,20050617,00:00:00,563.3985,561.3584,565.2061,563.0469
XAUAUD,20050620,00:00:00,564.1356,562.2025,566.9069,563.7722
XAUAUD,20050621,00:00:00,563.3857,559.7840,563.6762,562.3877
XAUAUD,20050622,00:00:00,562.2433,560.1798,564.0036,562.1788
XAUAUD,20050623,00:00:00,562.3233,561.4238,572.1503,571.0213
XAUAUD,20050624,00:00:00,571.1693,570.3348,574.0717,571.8928
XAUAUD,20050627,00:00:00,571.7442,569.9428,573.1787,571.2057
XAUAUD,20050628,00:00:00,571.2057,568.2527,572.0438,570.1375
XAUAUD,20050629,00:00:00,570.2122,568.6737,574.5827,572.6843
XAUAUD,20050630,00:00:00,572.8346,569.1259,575.2921,569.4991
XAUAUD,20050701,00:00:00,569.2005,567.1543,576.7959,569.1241
XAUAUD,20050704,00:00:00,569.2000,567.4561,571.0850,571.0850
XAUAUD,20050705,00:00:00,571.0850,567.5243,574.5543,571.2743
XAUAUD,20050706,00:00:00,571.3514,569.0073,573.4776,572.3951
XAUAUD,20050707,00:00:00,572.3951,569.8838,576.3169,573.3405
XAUAUD,20050708,00:00:00,573.4956,568.8752,575.0135,569.9258
XAUAUD,20050711,00:00:00,569.5230,567.9540,571.5438,569.4407
XAUAUD,20050712,00:00:00,569.5931,561.6565,570.2811,563.7806
XAUAUD,20050713,00:00:00,563.7060,563.0953,567.0503,565.4786
XAUAUD,20050714,00:00:00,565.4031,556.9738,566.2925,558.3533
XAUAUD,20050715,00:00:00,558.3533,557.1809,562.0994,561.6493
XAUAUD,20050718,00:00:00,562.2828,556.7926,563.5366,557.6055
XAUAUD,20050719,00:00:00,557.6795,557.2357,560.6364,558.4277
XAUAUD,20050720,00:00:00,558.4277,557.1770,560.7390,559.2323
XAUAUD,20050721,00:00:00,558.3455,553.7859,559.3332,555.8462
XAUAUD,20050722,00:00:00,555.9916,552.3710,557.4607,555.7010
XAUAUD,20050725,00:00:00,557.0285,555.7740,558.8622,557.4630
XAUAUD,20050726,00:00:00,557.2009,557.2009,559.9789,558.0781
XAUAUD,20050727,00:00:00,558.0045,557.1071,563.1287,562.0699
XAUAUD,20050728,00:00:00,562.2766,560.5440,565.4131,562.5494
XAUAUD,20050729,00:00:00,562.5494,560.6618,567.9355,567.7854
XAUAUD,20050801,00:00:00,567.9503,565.1205,568.3263,567.1092
XAUAUD,20050802,00:00:00,567.3330,562.9001,568.3463,564.5014
XAUAUD,20050803,00:00:00,564.5752,563.0514,566.5197,565.2399
XAUAUD,20050804,00:00:00,565.3866,564.5475,569.3345,566.1917
XAUAUD,20050805,00:00:00,566.1917,565.8031,571.0557,569.0104
XAUAUD,20050808,00:00:00,569.0464,567.1895,572.0461,568.4734
XAUAUD,20050809,00:00:00,568.4734,567.1154,572.0121,570.3217
XAUAUD,20050810,00:00:00,570.2468,568.9227,571.8402,570.9990
XAUAUD,20050811,00:00:00,571.0736,567.4238,577.2610,575.3584
XAUAUD,20050812,00:00:00,575.4327,574.4433,580.5326,576.6045
XAUAUD,20050815,00:00:00,576.7339,571.7982,577.7199,575.0911
XAUAUD,20050816,00:00:00,575.3157,573.5697,580.8718,579.7139
XAUAUD,20050817,00:00:00,579.7139,575.3838,583.3552,579.3285
XAUAUD,20050818,00:00:00,579.3285,575.9927,586.4861,583.6876
XAUAUD,20050819,00:00:00,583.3666,580.6194,585.5316,581.4914
XAUAUD,20050822,00:00:00,581.3923,578.4184,582.5063,579.2820
XAUAUD,20050823,00:00:00,579.2820,578.5156,582.4059,581.0167
XAUAUD,20050824,00:00:00,580.9398,576.3429,582.7233,578.4664
XAUAUD,20050825,00:00:00,578.3898,575.8852,578.9195,576.8116
XAUAUD,20050826,00:00:00,576.9636,573.1386,579.7388,578.2511
XAUAUD,20050829,00:00:00,578.8080,578.4249,583.0239,581.4109
XAUAUD,20050830,00:00:00,581.4884,573.8735,582.9770,575.6280
XAUAUD,20050831,00:00:00,575.7819,575.0498,579.2928,575.9544
XAUAUD,20050901,00:00:00,576.1835,575.0727,584.4190,580.2048
XAUAUD,20050902,00:00:00,580.3571,578.7823,583.6281,578.8580
XAUAUD,20050905,00:00:00,581.2705,578.7489,581.2705,579.8385
XAUAUD,20050906,00:00:00,579.7630,576.2469,580.8891,576.3572
XAUAUD,20050907,00:00:00,576.1322,575.4975,580.8430,579.3599
XAUAUD,20050908,00:00:00,579.5870,575.7340,582.2965,577.4210
XAUAUD,20050909,00:00:00,577.3463,577.3463,581.0584,579.7700
XAUAUD,20050912,00:00:00,579.3415,579.0491,584.8836,584.3311
XAUAUD,20050913,00:00:00,584.4832,578.0234,584.4832,579.8647
XAUAUD,20050914,00:00:00,579.9401,578.5446,584.1661,584.1661
XAUAUD,20050915,00:00:00,584.0903,583.4198,594.0762,593.2491
XAUAUD,20050916,00:00:00,593.3264,591.6613,599.6866,598.3841
XAUAUD,20050919,00:00:00,599.1644,598.7461,610.2558,605.0124
XAUAUD,20050920,00:00:00,604.9334,601.4267,611.1761,606.6023
XAUAUD,20050921,00:00:00,606.9983,602.8231,612.9870,612.0622
XAUAUD,20050922,00:00:00,611.8532,605.0947,618.0375,610.2584
XAUAUD,20050923,00:00:00,610.2073,607.2321,613.5406,612.0724
XAUAUD,20050926,00:00:00,611.6762,605.3534,618.3287,616.5036
XAUAUD,20050927,00:00:00,616.5851,607.5647,616.9365,611.5888
XAUAUD,20050928,00:00:00,611.5079,608.3113,620.1161,617.8176
XAUAUD,20050929,00:00:00,617.7362,615.3240,623.2877,620.3631
XAUAUD,20050930,00:00:00,620.6896,612.8272,623.3390,614.5874
XAUAUD,20051003,00:00:00,614.6981,608.8270,615.4048,610.2295
XAUAUD,20051004,00:00:00,610.1495,608.5246,614.1660,610.0917
XAUAUD,20051005,00:00:00,610.6160,609.3935,616.6975,614.9060
XAUAUD,20051006,00:00:00,614.9060,612.5379,624.5054,623.6332
XAUAUD,20051007,00:00:00,623.5015,620.4994,628.8360,627.5625
XAUAUD,20051010,00:00:00,625.3636,623.1023,629.8393,625.8243
XAUAUD,20051011,00:00:00,625.8243,625.5937,635.0093,631.8659
XAUAUD,20051012,00:00:00,631.7819,622.5341,638.0319,623.5761
XAUAUD,20051013,00:00:00,623.4936,623.4936,631.7269,627.8481
XAUAUD,20051014,00:00:00,627.6809,618.9401,629.3380,623.5873
XAUAUD,20051017,00:00:00,621.8833,621.8833,633.4311,631.7545
XAUAUD,20051018,00:00:00,631.8388,629.2240,634.2345,630.6354
XAUAUD,20051019,00:00:00,630.8042,616.0107,631.5014,618.4386
XAUAUD,20051020,00:00:00,618.6034,610.0863,619.5116,612.6330
XAUAUD,20051021,00:00:00,612.6330,611.7163,624.5652,623.3124
XAUAUD,20051024,00:00:00,623.1632,618.1697,624.3167,618.3633
XAUAUD,20051025,00:00:00,618.6926,618.4456,626.2774,624.4709
XAUAUD,20051026,00:00:00,624.3057,623.0963,627.0557,624.3365
XAUAUD,20051027,00:00:00,624.3365,622.8925,625.9743,625.0495
XAUAUD,20051028,00:00:00,624.7524,623.8374,631.5579,631.0032
XAUAUD,20051031,00:00:00,631.0939,621.0400,631.6845,622.9420
XAUAUD,20051101,00:00:00,622.8587,614.5791,625.4028,617.6312
XAUAUD,20051102,00:00:00,617.8807,617.7143,625.4217,624.2073
XAUAUD,20051103,00:00:00,624.3758,620.1540,626.9220,623.3432
